用户id,年龄,性别,省份,城市,来源渠道,event事件,event path,客户端时间,场景,类型
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/01 14:34:57,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/01 14:35:26,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/01 14:37:28,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/01 14:40:01,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/01 14:43:07,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/01 14:44:41,正文页,娱乐
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/01 14:47:30,正文页,娱乐
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/01 14:49:33,正文页,娱乐
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/01 14:52:01,正文页,娱乐
user6,31,女,辽宁省,沈阳市,主动打开,进入app,,2022/11/02 14:17:15,生命周期,其他
user6,31,女,辽宁省,沈阳市,主动打开,进入首页,,2022/11/02 14:17:18,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/02 14:18:23,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/02 14:19:22,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/02 14:22:03,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/02 14:26:23,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/02 14:28:01,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/02 14:29:24,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/02 14:33:22,正文页,财经
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/02 14:35:25,正文页,财经
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/02 14:37:26,正文页,财经
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/02 14:44:57,正文页,财经
user6,31,女,辽宁省,沈阳市,主动打开,进入app,,2022/11/03 18:02:07,生命周期,其他
user6,31,女,辽宁省,沈阳市,主动打开,进入首页,,2022/11/03 18:03:56,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/03 18:06:07,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/03 18:07:38,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/03 18:08:09,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/03 18:11:10,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/03 18:22:39,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/03 18:23:38,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/03 18:24:01,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/03 18:28:32,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/03 18:34:20,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/03 18:36:44,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,进入app,,2022/11/04 21:25:08,生命周期,其他
user6,31,女,辽宁省,沈阳市,主动打开,进入首页,,2022/11/04 21:26:44,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/04 21:27:25,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/04 21:29:02,正文页,娱乐
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/04 21:30:13,正文页,娱乐
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/04 21:31:34,正文页,娱乐
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/04 21:33:15,正文页,娱乐
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/04 21:34:23,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/04 21:35:17,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/04 21:37:02,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/04 21:38:19,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,阅读文章,,2022/11/04 21:43:32,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,进入app,,2022/11/05 22:44:09,生命周期,其他
user6,31,女,辽宁省,沈阳市,主动打开,进入首页,,2022/11/05 22:45:20,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/05 22:46:58,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/05 22:47:27,正文页,财经
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/05 22:48:14,正文页,财经
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/05 22:49:02,正文页,财经
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/05 22:50:02,正文页,财经
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/05 22:52:16,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/05 22:57:33,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/05 22:59:10,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/05 23:09:17,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,观看直播,,2022/11/05 23:14:16,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,进入app,,2022/11/06 13:38:20,生命周期,其他
user6,31,女,辽宁省,沈阳市,主动打开,进入首页,,2022/11/06 13:39:41,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/06 13:40:34,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,播放视频,,2022/11/06 13:41:45,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,播放视频,,2022/11/06 13:45:34,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,播放视频,,2022/11/06 13:48:05,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,播放视频,,2022/11/06 13:50:33,正文页,教育
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/06 13:51:11,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/06 13:54:36,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/06 13:55:14,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/06 14:01:41,正文页,新闻
user6,31,女,辽宁省,沈阳市,主动打开,进入列表页,,2022/11/06 14:09:20,聚合页,综合
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/06 14:12:27,正文页,体育
user6,31,女,辽宁省,沈阳市,主动打开,阅读小说 ,,2022/11/06 14:17:03,正文页,体育
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/10/28 17:14:06,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/10/28 17:17:07,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/10/28 17:25:08,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/28 17:26:09,正文页,体育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/10/28 17:27:10,正文页,体育
user7,19,男,江苏省,常州市,主动打开,观看直播 ,,2022/10/28 17:28:11,正文页,体育
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/10/28 17:30:12,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/28 17:31:26,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/10/28 17:32:15,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,观看直播 ,,2022/10/28 17:34:01,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/10/29 23:15:10,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/10/29 23:18:22,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/10/29 23:20:01,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/29 23:22:24,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/29 23:24:02,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,观看直播 ,,2022/10/29 23:26:26,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/10/29 23:28:27,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/29 23:29:02,正文页,财经
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/10/29 23:30:28,正文页,财经
user7,19,男,江苏省,常州市,主动打开,观看直播 ,,2022/10/29 23:32:29,正文页,财经
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/10/30 17:05:13,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/10/30 17:09:14,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/10/30 17:11:15,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/10/30 17:13:16,正文页,体育
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/30 17:15:17,正文页,体育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/10/30 17:18:18,正文页,体育
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/10/30 17:20:19,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/10/30 17:25:52,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/30 17:27:08,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/30 17:32:22,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/10/31 19:45:32,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/10/31 19:47:41,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/10/31 19:49:06,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/10/31 19:51:35,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/10/31 19:53:13,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/10/31 19:55:47,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/10/31 19:57:02,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/10/31 19:58:39,正文页,财经
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/10/31 19:59:15,正文页,财经
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/10/31 20:01:01,正文页,财经
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/11/01 14:10:03,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/11/01 14:12:23,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/01 14:14:24,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/01 14:18:22,正文页,教育
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/01 14:23:25,正文页,教育
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/01 14:24:26,正文页,教育
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/01 14:27:46,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/01 14:34:57,正文页,体育
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/01 14:35:26,正文页,体育
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/01 14:37:28,正文页,体育
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/01 14:40:01,正文页,体育
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/01 14:43:07,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/01 14:44:41,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/01 14:47:30,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/01 14:49:33,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/01 14:52:01,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/11/02 14:17:15,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/11/02 14:17:18,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/02 14:18:23,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/02 14:19:22,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/02 14:22:03,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/02 14:26:23,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/02 14:28:01,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/02 14:29:24,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/02 14:33:22,正文页,财经
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/02 14:35:25,正文页,财经
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/02 14:37:26,正文页,财经
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/02 14:44:57,正文页,财经
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/11/03 18:02:07,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/11/03 18:03:56,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/03 18:06:07,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/03 18:07:38,正文页,教育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/03 18:08:09,正文页,教育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/03 18:11:10,正文页,教育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/03 18:22:39,正文页,教育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/03 18:23:38,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/03 18:24:01,正文页,体育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/03 18:28:32,正文页,体育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/03 18:34:20,正文页,体育
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/03 18:36:44,正文页,体育
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/11/04 21:25:08,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/11/04 21:26:44,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/04 21:27:25,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/04 21:29:02,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/04 21:30:13,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/04 21:31:34,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/04 21:33:15,正文页,娱乐
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/04 21:34:23,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/04 21:35:17,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/04 21:37:02,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/04 21:38:19,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/04 21:43:32,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/11/05 22:44:09,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/11/05 22:45:20,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/05 22:46:58,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读小说 ,,2022/11/05 22:47:27,正文页,财经
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/05 22:48:14,正文页,财经
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/05 22:49:02,正文页,财经
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/05 22:50:02,正文页,财经
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/05 22:52:16,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/05 22:57:33,正文页,教育
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/05 22:59:10,正文页,教育
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/05 23:09:17,正文页,教育
user7,19,男,江苏省,常州市,主动打开,播放视频,,2022/11/05 23:14:16,正文页,教育
user7,19,男,江苏省,常州市,主动打开,进入app,,2022/11/06 13:38:20,生命周期,其他
user7,19,男,江苏省,常州市,主动打开,进入首页,,2022/11/06 13:39:41,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/06 13:40:34,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,观看直播 ,,2022/11/06 13:41:45,正文页,教育
user7,19,男,江苏省,常州市,主动打开,观看直播 ,,2022/11/06 13:45:34,正文页,教育
user7,19,男,江苏省,常州市,主动打开,观看直播 ,,2022/11/06 13:48:05,正文页,教育
user7,19,男,江苏省,常州市,主动打开,观看直播 ,,2022/11/06 13:50:33,正文页,教育
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/06 13:51:11,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/06 13:54:36,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/06 13:55:14,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/06 14:01:41,正文页,新闻
user7,19,男,江苏省,常州市,主动打开,进入列表页,,2022/11/06 14:09:20,聚合页,综合
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/06 14:12:27,正文页,体育
user7,19,男,江苏省,常州市,主动打开,阅读文章,,2022/11/06 14:17:03,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,进入app,,2022/10/28 17:23:11,生命周期,其他
user8,22,女,安徽省,合肥市,主动打开,进入首页,,2022/10/28 17:27:12,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/10/28 17:30:26,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/28 17:31:15,正文页,财经
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/28 17:32:01,正文页,财经
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/28 17:34:13,正文页,财经
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/10/28 17:35:14,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/28 17:36:55,正文页,娱乐
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/28 17:37:20,正文页,娱乐
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/28 17:42:25,正文页,娱乐
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/28 17:43:43,正文页,娱乐
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/28 17:45:09,正文页,娱乐
user8,22,女,安徽省,合肥市,主动打开,进入app,,2022/10/29 23:26:26,生命周期,其他
user8,22,女,安徽省,合肥市,主动打开,进入首页,,2022/10/29 23:28:27,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/10/29 23:29:02,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/29 23:30:28,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/29 23:32:29,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/29 23:33:31,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/10/29 23:34:21,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/29 23:35:03,正文页,教育
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/29 23:42:14,正文页,教育
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/29 23:43:05,正文页,教育
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/29 23:46:36,正文页,教育
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/29 23:54:11,正文页,教育
user8,22,女,安徽省,合肥市,主动打开,进入app,,2022/10/30 17:21:01,生命周期,其他
user8,22,女,安徽省,合肥市,主动打开,进入首页,,2022/10/30 17:22:59,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/10/30 17:24:59,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/30 17:26:25,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/30 17:28:02,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/30 17:29:45,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/10/30 17:20:11,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/30 17:24:18,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/30 17:26:12,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/30 17:27:27,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/30 17:30:10,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读小说 ,,2022/10/30 17:33:44,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,进入app,,2022/10/31 18:13:15,生命周期,其他
user8,22,女,安徽省,合肥市,主动打开,进入首页,,2022/10/31 18:14:02,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/10/31 18:18:42,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/10/31 18:35:17,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/10/31 18:37:11,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/10/31 18:42:08,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/10/31 18:43:09,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/10/31 18:44:10,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/10/31 18:45:11,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/10/31 18:46:37,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/31 18:48:13,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/10/31 18:49:02,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,进入app,,2022/11/01 13:51:14,生命周期,其他
user8,22,女,安徽省,合肥市,主动打开,进入首页,,2022/11/01 13:52:33,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/11/01 13:54:34,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/01 13:56:31,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/01 13:59:12,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/01 14:10:02,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/11/01 14:11:17,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/11/01 14:12:19,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/11/01 14:14:25,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/11/01 14:15:20,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/01 14:16:42,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/01 14:17:15,正文页,新闻
user8,22,女,安徽省,合肥市,主动打开,进入app,,2022/11/02 13:30:11,生命周期,其他
user8,22,女,安徽省,合肥市,主动打开,进入首页,,2022/11/02 13:31:17,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/11/02 13:32:24,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/02 13:36:45,正文页,娱乐
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/02 13:37:11,正文页,娱乐
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/02 13:38:23,正文页,娱乐
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/11/02 13:41:29,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/11/02 13:44:29,正文页,财经
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/11/02 13:48:45,正文页,财经
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/11/02 13:50:10,正文页,财经
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/02 13:52:45,正文页,财经
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/02 13:56:08,正文页,财经
user8,22,女,安徽省,合肥市,推送打开,进入列表页,,2022/11/03 14:18:32,聚合页,综合
user8,22,女,安徽省,合肥市,推送打开,观看直播,,2022/11/03 14:19:22,正文页,新闻
user8,22,女,安徽省,合肥市,推送打开,观看直播,,2022/11/03 14:20:13,正文页,新闻
user8,22,女,安徽省,合肥市,推送打开,播放视频,,2022/11/03 14:21:19,正文页,新闻
user8,22,女,安徽省,合肥市,推送打开,阅读小说 ,,2022/11/03 14:22:22,正文页,新闻
user8,22,女,安徽省,合肥市,推送打开,阅读小说 ,,2022/11/03 14:23:38,正文页,新闻
user8,22,女,安徽省,合肥市,推送打开,进入列表页,,2022/11/03 14:24:30,聚合页,综合
user8,22,女,安徽省,合肥市,推送打开,阅读小说 ,,2022/11/03 14:28:39,正文页,教育
user8,22,女,安徽省,合肥市,推送打开,阅读文章,,2022/11/03 16:21:50,正文页,体育
user8,22,女,安徽省,合肥市,推送打开,阅读文章,,2022/11/03 16:23:01,正文页,教育
user8,22,女,安徽省,合肥市,推送打开,观看直播,,2022/11/03 16:25:26,正文页,教育
user8,22,女,安徽省,合肥市,推送打开,观看直播,,2022/11/03 16:28:52,正文页,教育
user8,22,女,安徽省,合肥市,主动打开,进入app,,2022/11/04 05:20:21,生命周期,其他
user8,22,女,安徽省,合肥市,主动打开,进入首页,,2022/11/04 05:25:13,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,进入列表页,,2022/11/04 05:27:24,聚合页,综合
user8,22,女,安徽省,合肥市,主动打开,观看直播 ,,2022/11/04 05:28:15,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,阅读文章,,2022/11/04 05:30:46,正文页,体育
user8,22,女,安徽省,合肥市,主动打开,播放视频,,2022/11/04 05:32:01,正文页,体育
